maintenance_id,equipment_id,maintenance_date,maintenance_type,issue_category,severity,downtime_hours,maintenance_cost_inr,engine_hours_at_maintenance
M_001515,EQ_00518,2024-11-25,Preventive,Engine,Low,20.3,55412.76,21117
M_001516,EQ_00518,2024-01-13,Preventive,Engine,High,30.9,39090.47,21979
M_001517,EQ_00519,2025-08-05,Corrective,Engine,Low,2.8,3488.72,14550
M_001518,EQ_00520,2024-04-05,Corrective,Engine,High,30.8,111070.11,19669
M_001519,EQ_00520,2024-10-19,Preventive,Engine,Low,7.4,10864.63,19490
M_001520,EQ_00520,2026-06-21,Corrective,Electrical,High,13.3,36981.33,20158
M_001521,EQ_00521,2024-03-24,Corrective,Hydraulic,High,1.8,5658.3,3688
M_001522,EQ_00521,2025-01-11,Corrective,Scheduled Service,Low,5.7,17263.07,2447
M_001523,EQ_00521,2025-04-12,Corrective,Tires/Tracks,Medium,7.1,20360.18,3664
M_001524,EQ_00522,2025-05-17,Preventive,Tires/Tracks,Low,1.6,5864.43,19733
M_001525,EQ_00522,2025-06-22,Preventive,Engine,Low,11.2,43936.44,20530
M_001526,EQ_00523,2026-06-06,Corrective,Engine,Medium,8.2,20269.91,4780
M_001527,EQ_00523,2024-06-17,Preventive,Tires/Tracks,Medium,5.3,13946.72,3422
M_001528,EQ_00524,2024-10-19,Corrective,Tires/Tracks,Low,0.3,1304.39,7572
M_001529,EQ_00524,2024-01-07,Corrective,Electrical,Medium,10.4,16629.34,7828
M_001530,EQ_00524,2026-04-05,Corrective,Hydraulic,Low,1.6,3863.42,7036
M_001531,EQ_00524,2024-01-22,Corrective,Scheduled Service,High,9.6,41960.39,6553
M_001532,EQ_00524,2024-03-04,Preventive,Electrical,Medium,17.1,47284.97,7359
M_001533,EQ_00525,2026-08-25,Corrective,Electrical,Low,3.1,5070.65,3968
M_001534,EQ_00525,2025-01-19,Preventive,Tires/Tracks,Low,5.1,8293.64,3607
M_001535,EQ_00525,2026-04-15,Preventive,Hydraulic,Low,11.1,40722.64,3912
M_001536,EQ_00526,2026-08-14,Preventive,Hydraulic,Low,19.6,66215.83,8761
M_001537,EQ_00526,2024-06-26,Preventive,Tires/Tracks,Low,4.8,8439.02,8542
M_001538,EQ_00526,2025-05-12,Preventive,Hydraulic,High,14.5,32158.5,9068
M_001539,EQ_00526,2026-03-04,Corrective,Scheduled Service,Medium,34.6,61761.53,10048
M_001540,EQ_00526,2024-06-22,Corrective,Scheduled Service,High,27.6,45648.83,10045
M_001541,EQ_00527,2024-05-21,Preventive,Engine,Medium,11.7,23863.27,15893
M_001542,EQ_00527,2025-02-06,Corrective,Hydraulic,Low,5.7,7607.18,16807
M_001543,EQ_00527,2024-07-14,Preventive,Electrical,Low,8.7,14117.3,17497
M_001544,EQ_00528,2024-03-09,Preventive,Electrical,Low,2.9,6676.04,5732
M_001545,EQ_00528,2024-07-17,Preventive,Electrical,Medium,17.7,23949.46,7102
M_001546,EQ_00529,2025-08-17,Corrective,Electrical,Low,4.2,18450.36,17617
M_001547,EQ_00529,2024-10-31,Preventive,Hydraulic,Low,9.6,38112.76,17597
M_001548,EQ_00529,2024-06-27,Corrective,Scheduled Service,Medium,11.0,20919.71,17760
M_001549,EQ_00529,2025-09-01,Preventive,Scheduled Service,Low,4.0,8108.35,17920
M_001550,EQ_00530,2024-09-23,Preventive,Electrical,Low,25.3,60240.84,12991
M_001551,EQ_00530,2024-09-07,Corrective,Engine,Low,9.6,36350.64,13513
M_001552,EQ_00530,2024-07-06,Preventive,Engine,Low,12.5,54909.79,14127
M_001553,EQ_00530,2026-01-03,Corrective,Engine,Medium,3.5,13415.19,13306
M_001554,EQ_00530,2025-03-19,Preventive,Scheduled Service,Medium,5.7,18089.37,14443
M_001555,EQ_00531,2024-09-01,Preventive,Tires/Tracks,Medium,1.8,6541.89,13600
M_001556,EQ_00531,2026-01-07,Corrective,Scheduled Service,Low,8.9,28126.74,13247
M_001557,EQ_00531,2024-07-08,Corrective,Electrical,Low,13.9,52545.94,14100
M_001558,EQ_00531,2024-12-23,Preventive,Scheduled Service,Low,27.5,46302.07,14256
M_001559,EQ_00531,2025-02-06,Preventive,Tires/Tracks,Low,15.8,33679.62,13741
M_001560,EQ_00532,2025-11-15,Preventive,Hydraulic,Medium,5.4,21705.93,21631
M_001561,EQ_00533,2024-03-18,Preventive,Electrical,High,31.4,62477.31,9289
M_001562,EQ_00533,2025-04-14,Preventive,Engine,Low,3.6,5096.23,9864
M_001563,EQ_00533,2024-09-02,Corrective,Tires/Tracks,Low,5.3,23380.05,8873
M_001564,EQ_00533,2025-07-23,Preventive,Engine,High,28.2,64557.5,9366
M_001565,EQ_00534,2024-03-15,Corrective,Electrical,Low,17.7,53706.57,8343
M_001566,EQ_00534,2024-02-15,Preventive,Hydraulic,Low,20.0,44273.61,8570
M_001567,EQ_00535,2026-02-24,Preventive,Scheduled Service,Low,4.3,16516.81,21388
M_001568,EQ_00535,2024-09-22,Corrective,Electrical,High,20.1,87191.17,21221
M_001569,EQ_00535,2025-01-03,Preventive,Tires/Tracks,Low,5.3,8490.37,22425
M_001570,EQ_00536,2024-12-28,Corrective,Hydraulic,Low,31.5,124220.35,11743
M_001571,EQ_00537,2025-09-19,Corrective,Engine,Medium,33.1,138288.22,13333
M_001572,EQ_00537,2025-05-02,Preventive,Hydraulic,Low,5.5,16165.6,13725
M_001573,EQ_00537,2026-03-30,Corrective,Engine,Medium,26.8,69806.79,14169
M_001574,EQ_00537,2025-04-06,Preventive,Scheduled Service,Medium,1.9,7727.72,13191
M_001575,EQ_00538,2026-01-22,Corrective,Engine,Low,8.2,21319.38,6552
M_001576,EQ_00538,2025-09-10,Preventive,Electrical,Low,12.6,25915.65,7778
M_001577,EQ_00538,2025-04-29,Corrective,Hydraulic,Low,8.1,25630.41,6763
M_001578,EQ_00539,2024-12-23,Corrective,Scheduled Service,High,31.2,44640.96,4770
M_001579,EQ_00539,2026-07-23,Preventive,Electrical,High,5.2,9319.22,4560
M_001580,EQ_00539,2025-01-08,Corrective,Engine,Low,12.8,56573.88,4211
M_001581,EQ_00539,2024-12-04,Preventive,Engine,Medium,2.4,10456.91,5237
M_001582,EQ_00540,2024-11-06,Preventive,Engine,Medium,1.0,1925.09,4913
M_001583,EQ_00541,2024-08-06,Preventive,Electrical,Medium,8.5,30129.88,5606
M_001584,EQ_00541,2026-03-01,Preventive,Engine,Medium,14.7,22259.36,4634
M_001585,EQ_00542,2024-04-07,Preventive,Scheduled Service,Medium,9.8,42233.49,5001
M_001586,EQ_00542,2024-06-21,Corrective,Electrical,High,14.8,40902.24,4338
M_001587,EQ_00543,2025-07-10,Corrective,Scheduled Service,Medium,4.8,12118.15,15566
M_001588,EQ_00543,2024-10-19,Corrective,Tires/Tracks,Low,3.7,5519.87,17046
M_001589,EQ_00543,2024-11-15,Preventive,Engine,Medium,9.1,31335.55,15834
M_001590,EQ_00544,2025-05-31,Preventive,Electrical,Medium,14.4,34779.3,909
M_001591,EQ_00544,2025-08-29,Corrective,Electrical,Low,11.9,27659.1,1305
M_001592,EQ_00544,2024-10-08,Preventive,Tires/Tracks,Medium,1.4,3717.59,1341
M_001593,EQ_00544,2025-08-28,Corrective,Tires/Tracks,Low,17.2,44386.97,1573
M_001594,EQ_00544,2026-02-20,Preventive,Electrical,Medium,7.7,14125.07,995
M_001595,EQ_00545,2024-02-09,Preventive,Tires/Tracks,Medium,10.2,38205.66,13344
M_001596,EQ_00545,2026-01-04,Corrective,Hydraulic,Low,10.8,20791.79,13120
M_001597,EQ_00546,2024-02-06,Preventive,Hydraulic,Medium,9.5,38575.61,21568
M_001598,EQ_00546,2026-07-05,Preventive,Engine,Low,10.0,13767.91,21172
M_001599,EQ_00547,2026-07-16,Preventive,Tires/Tracks,Medium,9.0,15127.27,16328
M_001600,EQ_00547,2025-10-27,Corrective,Hydraulic,Medium,17.0,70356.8,17535
M_001601,EQ_00547,2025-03-07,Preventive,Engine,High,14.8,51617.11,17722
M_001602,EQ_00548,2024-12-17,Preventive,Scheduled Service,Medium,41.4,73303.47,9085
M_001603,EQ_00548,2024-06-04,Corrective,Tires/Tracks,Medium,8.4,16489.75,8853
M_001604,EQ_00549,2025-01-13,Preventive,Hydraulic,High,9.7,14009.0,1102
M_001605,EQ_00549,2025-02-23,Preventive,Engine,Low,6.7,15727.09,1025
M_001606,EQ_00550,2026-08-14,Preventive,Tires/Tracks,Low,37.4,93442.03,17862
M_001607,EQ_00550,2025-11-15,Corrective,Tires/Tracks,Low,17.9,36922.59,17773
M_001608,EQ_00550,2024-01-29,Preventive,Hydraulic,Medium,30.0,104740.68,17971
M_001609,EQ_00551,2025-07-02,Corrective,Electrical,Low,7.7,20798.15,-23
M_001610,EQ_00551,2024-04-05,Preventive,Electrical,Medium,11.4,48206.92,440
M_001611,EQ_00552,2024-10-02,Preventive,Hydraulic,Medium,4.5,17224.03,14682
M_001612,EQ_00552,2024-06-18,Preventive,Tires/Tracks,Medium,5.5,15267.53,14249
M_001613,EQ_00552,2025-09-14,Preventive,Scheduled Service,Medium,4.6,12427.47,14411
M_001614,EQ_00553,2024-06-10,Preventive,Scheduled Service,Low,16.1,24710.59,15251
M_001615,EQ_00554,2024-04-23,Corrective,Scheduled Service,High,37.5,130569.57,5323
M_001616,EQ_00554,2024-10-02,Preventive,Scheduled Service,Low,1.4,3265.74,4665
M_001617,EQ_00555,2026-03-01,Corrective,Scheduled Service,Medium,1.4,3730.19,16092
M_001618,EQ_00555,2025-08-16,Preventive,Engine,Medium,3.2,6326.24,16274
M_001619,EQ_00555,2024-02-16,Preventive,Engine,High,31.1,39943.87,15916
M_001620,EQ_00556,2024-05-20,Preventive,Scheduled Service,Medium,22.6,66112.38,3996
M_001621,EQ_00556,2025-07-16,Preventive,Engine,Medium,3.6,11603.41,5031
M_001622,EQ_00556,2025-06-13,Preventive,Hydraulic,Low,4.8,17170.21,4554
M_001623,EQ_00556,2024-10-27,Preventive,Hydraulic,Medium,36.4,132520.78,4030
M_001624,EQ_00557,2025-05-09,Preventive,Engine,Medium,7.4,10307.13,4809
M_001625,EQ_00557,2025-05-18,Preventive,Hydraulic,High,3.4,12609.47,6076
M_001626,EQ_00558,2025-07-14,Corrective,Engine,Low,4.3,11205.81,17965
M_001627,EQ_00558,2024-04-14,Preventive,Tires/Tracks,Medium,11.7,31597.17,18042
M_001628,EQ_00559,2024-04-26,Corrective,Tires/Tracks,Medium,12.1,48841.81,20584
M_001629,EQ_00559,2024-01-14,Corrective,Scheduled Service,Medium,6.3,25106.78,20567
M_001630,EQ_00559,2025-09-16,Preventive,Scheduled Service,Low,2.9,11843.36,21020
M_001631,EQ_00559,2024-02-29,Corrective,Engine,Medium,6.8,12063.71,21183
M_001632,EQ_00560,2025-06-14,Preventive,Hydraulic,Low,3.0,4303.83,5248
M_001633,EQ_00560,2024-10-11,Preventive,Hydraulic,Medium,15.0,22704.59,7006
M_001634,EQ_00560,2024-09-17,Corrective,Hydraulic,Medium,10.2,21756.23,6236
M_001635,EQ_00561,2024-09-19,Corrective,Hydraulic,High,36.5,131176.1,19827
M_001636,EQ_00561,2025-08-13,Preventive,Electrical,Medium,14.2,48771.34,20576
M_001637,EQ_00561,2026-03-31,Preventive,Engine,Medium,8.9,12748.04,19422
M_001638,EQ_00561,2025-01-01,Preventive,Scheduled Service,Medium,11.2,23113.75,19655
M_001639,EQ_00562,2025-05-07,Corrective,Scheduled Service,Medium,10.1,22623.16,20473
M_001640,EQ_00562,2025-06-09,Corrective,Tires/Tracks,Medium,3.4,4394.68,19136
M_001641,EQ_00562,2025-11-22,Preventive,Engine,Low,7.0,13237.92,20001
M_001642,EQ_00563,2026-03-11,Corrective,Electrical,Low,1.5,3587.06,17493
M_001643,EQ_00564,2024-02-22,Corrective,Scheduled Service,Medium,7.7,33049.24,2869
M_001644,EQ_00564,2024-12-10,Preventive,Engine,Medium,0.9,2950.3,2819
M_001645,EQ_00565,2024-08-18,Corrective,Electrical,Low,9.5,14563.98,7737
M_001646,EQ_00565,2026-05-06,Corrective,Hydraulic,Low,12.0,36845.71,6161
M_001647,EQ_00566,2026-01-02,Preventive,Engine,Medium,13.8,35482.76,15861
M_001648,EQ_00566,2024-10-01,Preventive,Tires/Tracks,Medium,12.1,51935.93,15838
M_001649,EQ_00566,2025-10-16,Preventive,Engine,Low,12.9,51561.61,15235
M_001650,EQ_00567,2025-09-30,Preventive,Electrical,Medium,9.4,40549.89,22075
M_001651,EQ_00567,2024-10-12,Corrective,Electrical,Low,11.4,34088.8,21728
M_001652,EQ_00568,2025-06-02,Preventive,Hydraulic,Low,4.7,11926.59,18734
M_001653,EQ_00568,2026-04-07,Corrective,Engine,Low,5.3,9298.96,18326
M_001654,EQ_00568,2026-01-26,Preventive,Hydraulic,Medium,14.3,29655.35,17615
M_001655,EQ_00568,2025-08-14,Corrective,Electrical,High,14.5,61477.7,17098
M_001656,EQ_00569,2024-01-11,Corrective,Hydraulic,High,37.9,66730.24,8765
M_001657,EQ_00569,2025-01-20,Preventive,Electrical,Low,22.7,74554.79,9404
M_001658,EQ_00570,2024-02-18,Corrective,Hydraulic,Low,4.9,17495.2,6026
M_001659,EQ_00570,2026-06-14,Corrective,Electrical,Low,11.7,17479.94,5651
M_001660,EQ_00570,2026-04-16,Preventive,Engine,Low,1.6,2999.92,5466
M_001661,EQ_00570,2024-10-29,Preventive,Hydraulic,Low,18.6,61901.83,5089
M_001662,EQ_00571,2024-07-31,Preventive,Engine,Low,5.0,8034.85,21056
M_001663,EQ_00571,2024-11-17,Preventive,Tires/Tracks,Low,2.2,5408.74,21603
M_001664,EQ_00571,2024-09-05,Preventive,Scheduled Service,Low,20.7,81025.17,20476
M_001665,EQ_00571,2025-11-16,Preventive,Scheduled Service,Medium,5.7,17881.6,20451
M_001666,EQ_00572,2025-06-21,Corrective,Electrical,High,3.8,7232.35,6094
M_001667,EQ_00572,2024-04-15,Preventive,Hydraulic,Low,8.2,11418.18,5632
M_001668,EQ_00572,2025-10-24,Preventive,Tires/Tracks,Low,7.7,16763.42,6671
M_001669,EQ_00573,2024-09-21,Preventive,Tires/Tracks,Low,6.6,13772.62,7751
M_001670,EQ_00573,2025-10-06,Corrective,Tires/Tracks,Low,17.5,51373.39,7143
M_001671,EQ_00573,2024-09-15,Corrective,Scheduled Service,High,4.2,5936.28,8546
M_001672,EQ_00573,2026-06-04,Corrective,Hydraulic,Low,10.1,27381.71,7187
M_001673,EQ_00574,2026-08-26,Corrective,Tires/Tracks,High,15.9,34363.77,21303
M_001674,EQ_00574,2026-03-13,Preventive,Tires/Tracks,Low,18.1,28910.0,20775
M_001675,EQ_00574,2024-05-05,Preventive,Engine,Low,9.5,15702.33,21860
M_001676,EQ_00574,2024-12-13,Preventive,Scheduled Service,Low,28.2,49498.67,21553
M_001677,EQ_00575,2025-12-04,Preventive,Hydraulic,Medium,27.5,48835.84,13017
M_001678,EQ_00575,2025-12-19,Corrective,Tires/Tracks,Low,14.1,45739.83,12573
M_001679,EQ_00576,2024-08-19,Corrective,Electrical,Medium,7.6,25039.21,6143
M_001680,EQ_00577,2024-07-23,Preventive,Electrical,High,4.5,17950.82,227
M_001681,EQ_00577,2025-06-12,Corrective,Tires/Tracks,Medium,18.7,82824.82,-169
M_001682,EQ_00577,2025-09-30,Preventive,Scheduled Service,Low,8.4,36269.04,-88
M_001683,EQ_00577,2025-11-07,Preventive,Scheduled Service,Low,5.6,10137.29,-50
M_001684,EQ_00578,2025-04-28,Preventive,Hydraulic,Low,3.7,15219.37,10482
M_001685,EQ_00578,2026-04-16,Preventive,Scheduled Service,Medium,19.1,46805.92,10319
M_001686,EQ_00579,2024-12-18,Preventive,Scheduled Service,Medium,7.2,16053.41,21199
M_001687,EQ_00579,2025-01-02,Corrective,Engine,Medium,3.1,12514.17,22465
M_001688,EQ_00579,2025-07-15,Preventive,Electrical,Medium,17.6,73858.62,21511
M_001689,EQ_00580,2026-03-05,Preventive,Hydraulic,High,7.2,20017.24,10530
M_001690,EQ_00580,2025-06-17,Preventive,Engine,Medium,19.2,36718.65,10739
M_001691,EQ_00581,2024-04-15,Corrective,Scheduled Service,Medium,11.4,24352.8,15339
M_001692,EQ_00581,2024-09-25,Preventive,Tires/Tracks,Low,8.1,35211.03,14724
M_001693,EQ_00582,2024-01-15,Preventive,Electrical,Low,6.8,23876.77,5073
M_001694,EQ_00582,2025-05-22,Corrective,Scheduled Service,Medium,13.3,32739.57,5041
M_001695,EQ_00582,2024-01-05,Preventive,Hydraulic,Low,13.1,16381.29,5947
M_001696,EQ_00582,2024-09-15,Corrective,Tires/Tracks,Low,3.3,12658.16,6364
M_001697,EQ_00583,2026-08-04,Preventive,Electrical,Medium,1.3,3656.32,16289
M_001698,EQ_00583,2024-04-11,Preventive,Hydraulic,Low,6.8,16735.79,17161
M_001699,EQ_00583,2026-07-11,Preventive,Hydraulic,Low,16.4,67416.03,18058
M_001700,EQ_00583,2025-10-14,Preventive,Tires/Tracks,Medium,3.7,13373.54,16711
M_001701,EQ_00584,2024-10-21,Corrective,Engine,Low,6.4,10858.49,16651
M_001702,EQ_00584,2026-06-01,Preventive,Hydraulic,Low,10.4,23986.38,16380
M_001703,EQ_00585,2025-04-08,Preventive,Hydraulic,Medium,12.8,37901.92,13243
M_001704,EQ_00585,2026-01-22,Corrective,Hydraulic,Low,0.8,1597.49,13141
M_001705,EQ_00585,2025-09-28,Preventive,Engine,Medium,16.3,43168.81,13732
M_001706,EQ_00586,2025-04-23,Preventive,Electrical,High,32.1,48294.03,16808
M_001707,EQ_00586,2025-08-28,Corrective,Electrical,Medium,22.0,50024.71,16618
M_001708,EQ_00586,2024-12-04,Preventive,Engine,Medium,2.7,11759.37,16509
M_001709,EQ_00587,2025-06-14,Preventive,Scheduled Service,Low,7.6,10174.19,12083
M_001710,EQ_00587,2026-03-02,Preventive,Scheduled Service,Low,7.2,10070.31,13650
M_001711,EQ_00587,2024-01-07,Preventive,Electrical,Low,6.2,24994.47,12407
M_001712,EQ_00587,2024-02-07,Preventive,Electrical,Medium,5.9,10053.6,13837
M_001713,EQ_00588,2025-11-08,Preventive,Hydraulic,Low,9.7,15862.47,9371
M_001714,EQ_00588,2025-03-30,Preventive,Tires/Tracks,Medium,6.8,25070.75,7689
M_001715,EQ_00588,2026-08-11,Preventive,Engine,Medium,3.0,8226.45,7875
M_001716,EQ_00589,2024-02-27,Preventive,Hydraulic,Medium,21.2,42401.48,16343
M_001717,EQ_00589,2024-07-30,Preventive,Hydraulic,Low,5.9,15992.28,16948
M_001718,EQ_00589,2024-12-13,Preventive,Electrical,Low,7.9,18608.17,16785
M_001719,EQ_00590,2024-07-10,Corrective,Tires/Tracks,High,84.4,124829.3,19415
M_001720,EQ_00590,2025-02-04,Preventive,Hydraulic,Medium,8.1,16357.27,18536
M_001721,EQ_00591,2026-06-06,Corrective,Tires/Tracks,Medium,19.4,74536.23,18686
M_001722,EQ_00591,2025-10-24,Corrective,Electrical,Low,3.1,7472.08,18070
M_001723,EQ_00592,2025-10-14,Corrective,Scheduled Service,Low,6.1,23564.09,4916
M_001724,EQ_00592,2024-07-03,Corrective,Engine,Medium,21.1,82003.02,5465
M_001725,EQ_00592,2026-08-15,Preventive,Tires/Tracks,High,17.3,65294.89,5900
M_001726,EQ_00593,2026-01-25,Corrective,Tires/Tracks,Low,10.8,35413.82,14721
M_001727,EQ_00593,2026-01-29,Corrective,Tires/Tracks,Medium,10.7,39072.72,14385
M_001728,EQ_00594,2025-10-15,Preventive,Engine,Medium,6.8,16138.52,1407
M_001729,EQ_00594,2025-08-20,Preventive,Engine,Medium,9.8,39611.15,1413
M_001730,EQ_00594,2025-05-01,Preventive,Tires/Tracks,Low,5.8,21843.88,1462
M_001731,EQ_00594,2025-05-01,Preventive,Scheduled Service,Medium,16.9,21883.83,1118
M_001732,EQ_00594,2024-09-05,Preventive,Engine,Medium,6.9,18567.89,1213
M_001733,EQ_00595,2025-10-18,Corrective,Scheduled Service,Low,6.0,18929.71,12834
M_001734,EQ_00595,2026-06-17,Preventive,Tires/Tracks,Medium,8.1,27983.41,13377
M_001735,EQ_00595,2024-11-25,Corrective,Electrical,Low,1.8,4208.13,12357
M_001736,EQ_00595,2026-03-09,Preventive,Engine,Low,7.4,31406.18,12629
M_001737,EQ_00596,2024-07-29,Corrective,Electrical,Medium,17.7,55102.96,13275
M_001738,EQ_00597,2025-10-06,Preventive,Scheduled Service,Medium,11.4,44191.3,7545
M_001739,EQ_00597,2026-02-16,Corrective,Engine,Low,7.7,12424.13,7666
M_001740,EQ_00597,2026-04-25,Preventive,Hydraulic,Low,17.2,46696.57,7493
M_001741,EQ_00597,2024-09-24,Preventive,Scheduled Service,Medium,31.3,60911.96,8282
M_001742,EQ_00598,2025-09-17,Corrective,Hydraulic,Medium,6.6,23958.62,22343
M_001743,EQ_00598,2026-05-15,Corrective,Engine,Low,5.6,16729.03,20976
M_001744,EQ_00598,2026-03-30,Corrective,Electrical,Medium,8.7,17447.52,22411
M_001745,EQ_00598,2024-01-27,Corrective,Tires/Tracks,Medium,17.1,28562.18,22456
M_001746,EQ_00599,2025-01-26,Preventive,Engine,Low,11.9,23802.44,19744
M_001747,EQ_00599,2025-08-29,Preventive,Electrical,Medium,9.6,28147.61,19453
M_001748,EQ_00599,2025-10-28,Preventive,Engine,Medium,9.7,23015.98,19714
M_001749,EQ_00599,2024-07-21,Corrective,Hydraulic,High,10.9,40474.57,18852
M_001750,EQ_00600,2024-06-06,Corrective,Electrical,Medium,13.9,31411.39,351
M_001751,EQ_00600,2024-02-11,Corrective,Engine,Low,12.0,47415.02,448
M_001752,EQ_00601,2025-09-26,Corrective,Tires/Tracks,Low,17.5,39676.3,5853
M_001753,EQ_00601,2025-10-17,Corrective,Hydraulic,Medium,12.9,32555.86,4025
M_001754,EQ_00601,2024-05-27,Corrective,Engine,Medium,15.7,20576.92,4303
M_001755,EQ_00602,2024-02-26,Corrective,Hydraulic,Low,2.8,5602.31,5692
M_001756,EQ_00602,2024-03-24,Corrective,Engine,Low,38.9,168997.71,4907
M_001757,EQ_00602,2024-12-15,Corrective,Electrical,High,25.4,78181.95,5806
M_001758,EQ_00602,2025-05-19,Corrective,Tires/Tracks,Medium,22.9,27548.26,4216
M_001759,EQ_00602,2026-02-03,Corrective,Engine,High,7.2,26646.36,5240
M_001760,EQ_00603,2024-01-08,Preventive,Electrical,High,19.2,81274.68,18930
M_001761,EQ_00603,2025-02-17,Corrective,Scheduled Service,Medium,4.5,7639.76,19119
M_001762,EQ_00603,2025-11-21,Preventive,Engine,Low,4.3,18814.51,20213
M_001763,EQ_00603,2025-02-11,Corrective,Electrical,Medium,3.2,5795.55,19401
M_001764,EQ_00604,2025-06-17,Corrective,Engine,Medium,14.0,56144.46,11705
M_001765,EQ_00604,2026-02-06,Corrective,Scheduled Service,Medium,4.1,17476.63,12466
M_001766,EQ_00604,2024-11-27,Corrective,Electrical,Medium,5.0,8810.27,12068
M_001767,EQ_00604,2026-06-02,Preventive,Hydraulic,Low,13.1,30062.47,11154
M_001768,EQ_00604,2024-07-02,Preventive,Scheduled Service,Medium,6.7,25005.1,10820
M_001769,EQ_00605,2024-09-22,Preventive,Scheduled Service,Medium,7.1,29040.72,16676
M_001770,EQ_00605,2024-10-09,Preventive,Hydraulic,Low,11.3,42668.74,16449
M_001771,EQ_00605,2024-06-03,Preventive,Hydraulic,Low,8.4,12104.56,15736
M_001772,EQ_00605,2025-09-23,Preventive,Scheduled Service,Low,2.5,11067.22,16504
M_001773,EQ_00606,2025-04-01,Preventive,Scheduled Service,Low,12.7,43499.93,18180
M_001774,EQ_00607,2026-02-04,Preventive,Scheduled Service,Low,4.1,18184.15,16726
M_001775,EQ_00607,2024-10-16,Corrective,Hydraulic,Low,3.6,5462.2,17528
M_001776,EQ_00607,2025-12-21,Preventive,Scheduled Service,Medium,22.1,60020.48,16601
M_001777,EQ_00608,2025-08-22,Corrective,Tires/Tracks,Low,12.7,17978.62,2788
M_001778,EQ_00608,2024-09-15,Preventive,Scheduled Service,Low,4.0,8747.09,1602
M_001779,EQ_00608,2025-05-21,Corrective,Electrical,Low,8.6,38562.64,3333
M_001780,EQ_00608,2025-12-04,Preventive,Electrical,Medium,5.9,22455.56,2163
M_001781,EQ_00609,2026-06-02,Preventive,Tires/Tracks,Low,10.4,26776.04,3983
M_001782,EQ_00609,2024-08-12,Preventive,Electrical,Medium,2.0,6145.47,2539
M_001783,EQ_00609,2026-02-23,Corrective,Electrical,Low,18.0,62454.09,3070
M_001784,EQ_00609,2025-07-12,Preventive,Engine,Low,15.4,66708.49,3493
M_001785,EQ_00610,2024-05-19,Preventive,Electrical,Medium,7.5,12608.72,9349
M_001786,EQ_00610,2024-11-24,Corrective,Electrical,High,42.8,124873.77,8846
M_001787,EQ_00611,2024-09-24,Preventive,Electrical,Medium,5.5,18897.86,8755
M_001788,EQ_00611,2026-07-24,Corrective,Tires/Tracks,Medium,1.2,2427.11,7957
M_001789,EQ_00611,2025-05-05,Preventive,Engine,Low,4.3,16341.04,7760
M_001790,EQ_00611,2025-01-25,Preventive,Tires/Tracks,Medium,7.4,19936.98,7995
M_001791,EQ_00612,2026-04-21,Corrective,Tires/Tracks,Low,16.7,36347.58,17072
M_001792,EQ_00612,2025-05-04,Preventive,Engine,Medium,22.9,66785.51,16892
M_001793,EQ_00613,2024-07-06,Corrective,Engine,Low,9.3,33010.29,4042
M_001794,EQ_00613,2026-07-14,Preventive,Scheduled Service,Medium,20.1,36058.57,3426
M_001795,EQ_00613,2024-12-19,Corrective,Engine,Low,8.9,28836.21,4287
M_001796,EQ_00614,2025-06-14,Preventive,Tires/Tracks,Medium,3.1,7495.23,8178
M_001797,EQ_00614,2024-08-06,Preventive,Hydraulic,Low,10.6,32448.82,8448
M_001798,EQ_00614,2025-03-31,Preventive,Scheduled Service,Medium,13.1,28709.93,8206
M_001799,EQ_00615,2024-08-12,Preventive,Tires/Tracks,Low,5.4,11207.8,5250
M_001800,EQ_00616,2024-12-10,Preventive,Electrical,Medium,7.9,10837.04,4041
M_001801,EQ_00616,2025-01-10,Preventive,Electrical,Medium,5.7,17772.67,4929
M_001802,EQ_00617,2026-05-21,Corrective,Electrical,Low,1.5,4216.52,5156
M_001803,EQ_00617,2025-12-29,Corrective,Scheduled Service,Low,10.5,26470.58,3224
M_001804,EQ_00617,2024-08-30,Preventive,Engine,Low,8.8,35500.82,4978
M_001805,EQ_00618,2026-06-05,Corrective,Engine,High,7.6,14763.51,5425
M_001806,EQ_00618,2024-04-06,Preventive,Electrical,Low,8.7,18612.34,5030
M_001807,EQ_00618,2024-03-30,Preventive,Scheduled Service,Medium,12.4,52891.02,4560
M_001808,EQ_00619,2024-09-22,Preventive,Electrical,Low,5.2,10132.34,12482
M_001809,EQ_00619,2024-10-17,Corrective,Hydraulic,Medium,16.6,53594.08,13516
M_001810,EQ_00619,2024-11-12,Preventive,Engine,Medium,12.6,19615.17,12047
M_001811,EQ_00620,2025-08-24,Preventive,Engine,Medium,13.1,57393.0,9609
M_001812,EQ_00620,2024-10-29,Preventive,Scheduled Service,Medium,4.5,16879.38,9829
M_001813,EQ_00620,2024-03-03,Preventive,Tires/Tracks,Medium,10.2,25772.48,9666
M_001814,EQ_00620,2026-04-16,Preventive,Engine,Low,4.0,15382.72,9469
M_001815,EQ_00621,2026-06-12,Preventive,Scheduled Service,Low,11.4,41867.15,10175
M_001816,EQ_00621,2024-02-11,Corrective,Scheduled Service,Low,22.2,98518.63,10299
M_001817,EQ_00621,2025-08-28,Preventive,Electrical,Low,3.4,14770.4,9405
M_001818,EQ_00621,2024-12-24,Preventive,Tires/Tracks,Medium,3.0,6334.54,9670
