rental_id,equipment_id,site_id,operator_id,checkout_date,expected_return_date,actual_return_date,planned_duration_days,rental_status,extension_requested,rental_cost_inr
R_000805,EQ_00592,SITE_019,OP_0114,2025-02-21,2025-02-25,,4,Overdue,0,88000
R_000806,EQ_00297,SITE_001,OP_0284,2024-07-26,2024-08-24,,29,Active,1,522000
R_000807,EQ_00417,SITE_022,OP_0180,2025-01-19,2025-02-08,,20,Overdue,0,280000
R_000808,EQ_00480,SITE_002,OP_0180,2025-01-31,2025-02-27,,27,Overdue,0,594000
R_000809,EQ_00552,SITE_024,OP_0049,2024-03-02,2024-03-22,,20,Overdue,1,440000
R_000810,EQ_00259,SITE_002,OP_0260,2024-04-04,2024-05-05,2024-05-05,31,Returned,0,930000
R_000811,EQ_00700,SITE_025,OP_0120,2024-10-06,2024-10-30,2024-10-31,24,Overdue Returned,0,384000
R_000812,EQ_00548,SITE_017,OP_0112,2024-11-03,2024-12-07,2024-12-06,34,Returned,0,238000
R_000813,EQ_00790,SITE_013,OP_0120,2024-02-22,2024-03-03,,10,Active,0,160000
R_000814,EQ_00759,SITE_012,OP_0294,2025-04-15,2025-05-09,2025-05-11,24,Overdue Returned,0,528000
R_000815,EQ_00501,SITE_018,OP_0127,2024-04-20,2024-05-23,2024-05-28,33,Overdue Returned,0,297000
R_000816,EQ_00003,SITE_017,OP_0201,2025-04-08,2025-04-27,2025-04-29,19,Overdue Returned,0,342000
R_000817,EQ_00044,SITE_010,OP_0213,2025-10-31,2025-12-04,2025-12-02,34,Returned,0,612000
R_000818,EQ_00556,SITE_011,OP_0135,2026-07-18,2026-08-03,2026-08-04,16,Overdue Returned,0,480000
R_000819,EQ_00674,SITE_007,OP_0148,2025-05-16,2025-06-30,2025-07-01,45,Overdue Returned,0,810000
R_000820,EQ_00033,SITE_007,OP_0278,2026-08-02,2026-09-07,2026-09-07,36,Returned,0,648000
R_000821,EQ_00623,SITE_013,OP_0059,2026-07-30,2026-09-09,,41,Active,0,287000
R_000822,EQ_00524,SITE_019,OP_0158,2026-01-29,2026-03-06,2026-03-06,36,Returned,0,576000
R_000823,EQ_00510,SITE_016,OP_0187,2026-07-31,2026-08-13,,13,Active,1,117000
R_000824,EQ_00140,SITE_011,OP_0164,2024-02-19,2024-03-15,2024-03-20,25,Overdue Returned,0,550000
R_000825,EQ_00165,SITE_028,OP_0182,2026-07-13,2026-08-01,2026-08-01,19,Returned,0,418000
R_000826,EQ_00798,SITE_016,OP_0298,2026-01-22,2026-01-26,,4,Active,1,72000
R_000827,EQ_00269,SITE_021,OP_0233,2024-12-21,2025-01-10,2025-01-10,20,Returned,0,360000
R_000828,EQ_00295,SITE_016,OP_0143,2026-06-26,2026-07-08,2026-07-08,12,Returned,0,216000
R_000829,EQ_00248,SITE_010,OP_0235,2026-02-27,2026-03-11,2026-03-11,12,Returned,0,264000
R_000830,EQ_00090,SITE_002,OP_0185,2026-07-30,2026-08-25,2026-08-25,26,Returned,0,364000
R_000831,EQ_00617,SITE_016,OP_0069,2024-06-20,2024-07-21,2024-07-21,31,Returned,0,496000
R_000832,EQ_00371,SITE_001,OP_0153,2024-12-18,2025-01-23,2025-01-23,36,Returned,0,324000
R_000833,EQ_00170,SITE_009,OP_0267,2024-02-13,2024-02-17,,4,Overdue,0,72000
R_000834,EQ_00432,SITE_014,OP_0154,2025-02-08,2025-02-19,,11,Active,0,198000
R_000835,EQ_00452,SITE_012,OP_0280,2026-03-24,2026-05-06,2026-05-06,43,Returned,0,387000
R_000836,EQ_00315,SITE_028,OP_0211,2024-12-13,2024-12-22,2024-12-22,9,Returned,0,162000
R_000837,EQ_00120,SITE_011,OP_0218,2024-08-16,2024-08-22,2024-08-22,6,Returned,1,108000
R_000838,EQ_00659,SITE_001,OP_0155,2024-08-29,2024-09-04,2024-09-04,6,Returned,1,54000
R_000839,EQ_00627,SITE_014,OP_0207,2026-02-14,2026-03-17,,31,Active,0,930000
R_000840,EQ_00729,SITE_001,OP_0190,2026-03-26,2026-04-25,2026-04-26,30,Overdue Returned,0,540000
R_000841,EQ_00356,SITE_026,OP_0279,2024-09-10,2024-09-21,,11,Active,0,330000
R_000842,EQ_00723,SITE_002,OP_0319,2025-07-08,2025-07-16,2025-07-16,8,Returned,1,112000
R_000843,EQ_00364,SITE_017,OP_0294,2024-11-29,2025-01-02,2025-01-02,34,Returned,1,1020000
R_000844,EQ_00754,SITE_015,OP_0223,2024-10-05,2024-10-08,2024-10-08,3,Returned,0,90000
R_000845,EQ_00210,SITE_030,OP_0330,2025-10-18,2025-11-08,2025-11-06,21,Returned,0,336000
R_000846,EQ_00042,SITE_021,OP_0334,2024-10-19,2024-11-20,2024-11-20,32,Returned,0,224000
R_000847,EQ_00343,SITE_027,OP_0233,2024-07-10,2024-08-04,2024-08-04,25,Returned,1,175000
R_000848,EQ_00566,SITE_013,OP_0177,2026-05-20,2026-06-01,2026-06-06,12,Overdue Returned,0,360000
R_000849,EQ_00364,SITE_021,OP_0322,2026-03-15,2026-04-16,2026-04-16,32,Returned,0,960000
R_000850,EQ_00433,SITE_001,OP_0176,2026-03-22,2026-04-01,2026-04-01,10,Returned,0,180000
R_000851,EQ_00126,SITE_023,OP_0020,2024-08-19,2024-09-29,2024-09-29,41,Returned,0,287000
R_000852,EQ_00701,SITE_030,OP_0069,2025-09-01,2025-10-08,2025-10-08,37,Returned,1,666000
R_000853,EQ_00086,SITE_007,OP_0262,2025-10-13,2025-11-07,2025-11-12,25,Overdue Returned,0,400000
R_000854,EQ_00625,SITE_030,OP_0011,2026-01-21,2026-01-29,2026-01-29,8,Returned,0,112000
R_000855,EQ_00484,SITE_008,OP_0283,2025-06-10,2025-07-06,2025-07-06,26,Returned,0,234000
R_000856,EQ_00255,SITE_011,OP_0341,2025-10-08,2025-10-30,2025-10-30,22,Returned,0,396000
R_000857,EQ_00746,SITE_010,OP_0152,2024-08-28,2024-09-24,2024-09-25,27,Overdue Returned,0,189000
R_000858,EQ_00791,SITE_014,OP_0052,2025-01-17,2025-02-23,2025-02-28,37,Overdue Returned,0,333000
R_000859,EQ_00358,SITE_021,OP_0127,2024-03-26,2024-04-15,2024-04-15,20,Returned,0,440000
R_000860,EQ_00555,SITE_008,OP_0092,2024-08-30,2024-10-02,2024-10-02,33,Returned,0,726000
R_000861,EQ_00740,SITE_027,OP_0141,2024-09-12,2024-10-15,2024-10-14,33,Returned,0,462000
R_000862,EQ_00056,SITE_001,OP_0097,2024-04-23,2024-05-17,2024-05-17,24,Returned,1,432000
R_000863,EQ_00036,SITE_022,OP_0090,2025-06-03,2025-07-05,2025-07-05,32,Returned,0,704000
R_000864,EQ_00672,SITE_002,OP_0092,2026-01-25,2026-03-03,2026-03-03,37,Returned,0,518000
R_000865,EQ_00593,SITE_026,OP_0017,2025-12-05,2026-01-09,2026-01-08,35,Returned,1,315000
R_000866,EQ_00491,SITE_027,OP_0175,2024-03-27,2024-05-01,2024-04-28,35,Returned,0,770000
R_000867,EQ_00727,SITE_006,OP_0295,2025-07-13,2025-08-14,2025-08-12,32,Returned,0,960000
R_000868,EQ_00556,SITE_030,OP_0092,2026-03-14,2026-03-20,2026-03-19,6,Returned,1,180000
R_000869,EQ_00030,SITE_020,OP_0018,2026-01-08,2026-01-12,,4,Active,0,72000
R_000870,EQ_00777,SITE_014,OP_0011,2024-04-07,2024-04-24,2024-04-22,17,Returned,0,272000
R_000871,EQ_00525,SITE_011,OP_0278,2024-10-10,2024-10-28,2024-10-28,18,Returned,0,396000
R_000872,EQ_00176,SITE_003,OP_0188,2025-03-11,2025-04-22,2025-04-21,42,Returned,0,294000
R_000873,EQ_00728,SITE_012,OP_0275,2025-09-15,2025-10-07,2025-10-12,22,Overdue Returned,0,484000
R_000874,EQ_00468,SITE_026,OP_0107,2024-12-06,2024-12-24,2024-12-29,18,Overdue Returned,0,540000
R_000875,EQ_00314,SITE_020,OP_0176,2026-06-26,2026-07-14,2026-07-15,18,Overdue Returned,0,162000
R_000876,EQ_00151,SITE_001,OP_0179,2024-05-31,2024-06-18,,18,Active,0,324000
R_000877,EQ_00558,SITE_013,OP_0152,2026-04-09,2026-05-21,,42,Overdue,0,588000
R_000878,EQ_00721,SITE_017,OP_0018,2026-02-14,2026-03-28,2026-03-28,42,Returned,1,756000
R_000879,EQ_00540,SITE_012,OP_0300,2026-02-11,2026-03-26,,43,Active,1,1290000
R_000880,EQ_00461,SITE_009,OP_0065,2025-11-18,2025-12-09,2025-12-09,21,Returned,0,294000
R_000881,EQ_00636,SITE_009,OP_0026,2025-06-13,2025-07-19,2025-07-19,36,Returned,0,576000
R_000882,EQ_00057,SITE_002,OP_0107,2024-05-11,2024-05-23,2024-05-23,12,Returned,0,168000
R_000883,EQ_00070,SITE_019,OP_0341,2024-06-08,2024-07-12,2024-07-12,34,Returned,0,544000
R_000884,EQ_00291,SITE_016,OP_0210,2024-05-08,2024-05-21,,13,Active,0,286000
R_000885,EQ_00706,SITE_009,OP_0157,2026-05-09,2026-06-22,2026-06-24,44,Overdue Returned,0,792000
R_000886,EQ_00525,SITE_002,OP_0021,2025-07-25,2025-09-02,2025-09-02,39,Returned,0,858000
R_000887,EQ_00341,SITE_008,OP_0147,2024-04-09,2024-04-25,2024-04-25,16,Returned,0,352000
R_000888,EQ_00753,SITE_009,OP_0242,2026-04-30,2026-06-02,2026-06-03,33,Overdue Returned,0,231000
R_000889,EQ_00543,SITE_016,OP_0203,2026-03-17,2026-04-23,2026-04-23,37,Returned,0,666000
R_000890,EQ_00070,SITE_007,OP_0053,2025-04-11,2025-05-06,2025-05-07,25,Overdue Returned,0,400000
R_000891,EQ_00546,SITE_027,OP_0286,2026-03-07,2026-03-31,,24,Active,0,216000
R_000892,EQ_00767,SITE_021,OP_0140,2024-05-19,2024-06-29,,41,Overdue,1,1230000
R_000893,EQ_00483,SITE_024,OP_0265,2024-07-10,2024-08-17,,38,Active,1,266000
R_000894,EQ_00756,SITE_015,OP_0301,2024-06-25,2024-07-22,,27,Active,1,189000
R_000895,EQ_00267,SITE_026,OP_0184,2024-02-22,2024-03-01,2024-03-01,8,Returned,1,72000
R_000896,EQ_00272,SITE_006,OP_0082,2025-09-23,2025-11-05,2025-11-07,43,Overdue Returned,0,774000
R_000897,EQ_00761,SITE_009,OP_0141,2024-01-25,2024-03-02,2024-03-02,37,Returned,0,518000
R_000898,EQ_00621,SITE_007,OP_0286,2025-01-19,2025-02-27,2025-03-04,39,Overdue Returned,0,702000
R_000899,EQ_00446,SITE_022,OP_0031,2025-10-05,2025-10-12,2025-10-12,7,Returned,1,154000
R_000900,EQ_00290,SITE_016,OP_0268,2024-06-18,2024-07-21,2024-07-21,33,Returned,0,231000
R_000901,EQ_00525,SITE_006,OP_0203,2024-09-07,2024-09-21,2024-09-21,14,Returned,0,308000
R_000902,EQ_00758,SITE_024,OP_0171,2025-11-14,2025-12-03,2025-12-08,19,Overdue Returned,1,570000
R_000903,EQ_00693,SITE_018,OP_0006,2025-07-15,2025-08-16,2025-08-16,32,Returned,0,224000
R_000904,EQ_00292,SITE_014,OP_0001,2025-10-30,2025-12-09,2025-12-09,40,Returned,0,880000
R_000905,EQ_00753,SITE_003,OP_0075,2026-03-06,2026-04-02,2026-04-03,27,Overdue Returned,0,189000
R_000906,EQ_00137,SITE_027,OP_0161,2025-02-05,2025-03-20,2025-03-20,43,Returned,0,387000
R_000907,EQ_00188,SITE_030,OP_0104,2025-06-06,2025-06-30,2025-06-30,24,Returned,0,528000
R_000908,EQ_00554,SITE_029,OP_0319,2025-12-16,2026-01-18,,33,Active,1,297000
R_000909,EQ_00028,SITE_018,OP_0139,2024-10-16,2024-11-26,,41,Active,0,574000
R_000910,EQ_00568,SITE_005,OP_0082,2024-06-24,2024-07-20,2024-07-25,26,Overdue Returned,1,182000
R_000911,EQ_00299,SITE_005,OP_0013,2024-05-01,2024-05-23,2024-06-02,22,Overdue Returned,0,396000
R_000912,EQ_00331,SITE_001,OP_0149,2024-07-07,2024-08-01,2024-08-01,25,Returned,0,450000
R_000913,EQ_00639,SITE_030,OP_0034,2025-04-09,2025-05-14,2025-05-19,35,Overdue Returned,0,630000
R_000914,EQ_00008,SITE_020,OP_0347,2025-07-27,2025-08-08,2025-08-06,12,Returned,0,216000
R_000915,EQ_00519,SITE_018,OP_0271,2024-04-29,2024-05-25,,26,Active,1,234000
R_000916,EQ_00655,SITE_018,OP_0162,2024-08-10,2024-08-17,2024-08-15,7,Returned,0,126000
R_000917,EQ_00085,SITE_008,OP_0306,2026-07-29,2026-08-19,,21,Active,0,378000
R_000918,EQ_00036,SITE_026,OP_0186,2024-11-28,2024-12-20,,22,Active,0,484000
R_000919,EQ_00588,SITE_006,OP_0159,2025-12-12,2025-12-16,2025-12-13,4,Returned,1,36000
R_000920,EQ_00581,SITE_023,OP_0091,2026-06-23,2026-08-01,2026-08-01,39,Returned,0,624000
R_000921,EQ_00446,SITE_009,OP_0228,2024-09-04,2024-10-16,2024-10-15,42,Returned,0,924000
R_000922,EQ_00758,SITE_023,OP_0329,2024-08-01,2024-08-29,2024-08-29,28,Returned,0,840000
R_000923,EQ_00269,SITE_022,OP_0130,2024-12-23,2025-02-04,2025-02-04,43,Returned,0,774000
R_000924,EQ_00463,SITE_029,OP_0331,2024-02-08,2024-02-26,2024-02-26,18,Returned,0,324000
R_000925,EQ_00171,SITE_019,OP_0342,2025-02-22,2025-04-05,,42,Overdue,0,378000
R_000926,EQ_00520,SITE_006,OP_0289,2026-02-06,2026-02-20,2026-02-20,14,Returned,0,98000
R_000927,EQ_00066,SITE_002,OP_0153,2026-01-01,2026-01-17,2026-01-17,16,Returned,0,352000
R_000928,EQ_00259,SITE_011,OP_0100,2025-10-08,2025-10-25,2025-10-25,17,Returned,0,510000
R_000929,EQ_00739,SITE_008,OP_0344,2024-07-15,2024-07-23,2024-07-23,8,Returned,0,240000
R_000930,EQ_00662,SITE_007,OP_0183,2025-10-13,2025-11-09,,27,Active,0,189000
R_000931,EQ_00254,SITE_030,OP_0089,2026-04-07,2026-05-07,2026-05-07,30,Returned,0,900000
R_000932,EQ_00172,SITE_021,OP_0138,2025-06-24,2025-07-20,2025-07-20,26,Returned,0,468000
R_000933,EQ_00735,SITE_012,OP_0142,2025-09-30,2025-11-05,,36,Active,0,576000
R_000934,EQ_00551,SITE_005,OP_0138,2026-03-04,2026-04-17,2026-04-17,44,Returned,0,792000
R_000935,EQ_00148,SITE_017,OP_0068,2024-03-12,2024-04-25,2024-04-25,44,Returned,0,792000
R_000936,EQ_00715,SITE_023,OP_0189,2024-09-24,2024-10-13,2024-10-13,19,Returned,0,171000
R_000937,EQ_00713,SITE_016,OP_0079,2024-02-02,2024-02-28,,26,Active,0,780000
R_000938,EQ_00320,SITE_021,OP_0145,2025-04-16,2025-05-15,,29,Active,0,638000
R_000939,EQ_00787,SITE_026,OP_0017,2024-04-18,2024-05-18,,30,Active,1,420000
R_000940,EQ_00740,SITE_022,OP_0219,2026-01-08,2026-01-20,2026-01-20,12,Returned,0,168000
R_000941,EQ_00262,SITE_001,OP_0054,2026-07-20,2026-08-28,2026-08-28,39,Returned,0,273000
R_000942,EQ_00208,SITE_030,OP_0130,2025-11-12,2025-12-02,2025-12-02,20,Returned,1,280000
R_000943,EQ_00232,SITE_029,OP_0249,2025-02-11,2025-02-19,2025-02-19,8,Returned,0,144000
R_000944,EQ_00779,SITE_007,OP_0083,2024-03-16,2024-03-21,,5,Active,0,90000
R_000945,EQ_00100,SITE_013,OP_0277,2026-02-10,2026-03-25,,43,Active,0,1290000
R_000946,EQ_00249,SITE_004,OP_0323,2024-07-12,2024-07-26,2024-07-26,14,Returned,0,420000
R_000947,EQ_00126,SITE_005,OP_0008,2026-06-20,2026-07-11,2026-07-11,21,Returned,0,147000
R_000948,EQ_00525,SITE_019,OP_0324,2024-10-16,2024-11-14,,29,Active,0,638000
R_000949,EQ_00789,SITE_028,OP_0113,2025-05-09,2025-06-05,2025-06-03,27,Returned,1,432000
R_000950,EQ_00535,SITE_001,OP_0336,2024-06-17,2024-08-01,2024-08-06,45,Overdue Returned,1,315000
R_000951,EQ_00288,SITE_006,OP_0170,2024-05-26,2024-07-01,2024-06-29,36,Returned,0,324000
R_000952,EQ_00059,SITE_016,OP_0139,2024-05-03,2024-05-11,2024-05-12,8,Overdue Returned,1,56000
R_000953,EQ_00056,SITE_021,OP_0264,2024-07-09,2024-08-04,2024-08-04,26,Returned,0,468000
R_000954,EQ_00614,SITE_001,OP_0199,2025-04-24,2025-05-12,2025-05-13,18,Overdue Returned,1,540000
R_000955,EQ_00336,SITE_029,OP_0325,2025-09-24,2025-10-21,,27,Active,0,486000
R_000956,EQ_00772,SITE_020,OP_0256,2026-02-18,2026-03-08,2026-03-07,18,Returned,0,126000
R_000957,EQ_00257,SITE_030,OP_0251,2025-11-20,2025-12-31,2025-12-31,41,Returned,0,287000
R_000958,EQ_00214,SITE_026,OP_0262,2026-01-03,2026-02-14,2026-02-14,42,Returned,0,294000
R_000959,EQ_00052,SITE_018,OP_0154,2025-01-08,2025-01-15,2025-01-15,7,Returned,1,98000
R_000960,EQ_00404,SITE_005,OP_0141,2025-01-04,2025-02-15,2025-02-15,42,Returned,0,924000
R_000961,EQ_00786,SITE_023,OP_0332,2026-06-20,2026-06-27,2026-06-27,7,Returned,0,154000
R_000962,EQ_00368,SITE_024,OP_0146,2026-03-30,2026-04-30,2026-04-27,31,Returned,1,496000
R_000963,EQ_00087,SITE_011,OP_0348,2025-10-31,2025-11-09,2025-11-09,9,Returned,0,162000
R_000964,EQ_00315,SITE_023,OP_0264,2026-03-02,2026-03-10,2026-03-10,8,Returned,0,144000
R_000965,EQ_00509,SITE_012,OP_0036,2026-07-10,2026-08-17,2026-08-14,38,Returned,1,836000
R_000966,EQ_00716,SITE_006,OP_0108,2026-07-27,2026-08-07,2026-08-09,11,Overdue Returned,0,242000
R_000967,EQ_00075,SITE_027,OP_0261,2024-10-17,2024-11-22,2024-11-22,36,Returned,0,648000
R_000968,EQ_00343,SITE_028,OP_0023,2026-01-09,2026-02-21,,43,Active,0,301000
R_000969,EQ_00684,SITE_021,OP_0005,2025-06-23,2025-07-24,2025-07-24,31,Returned,0,682000
R_000970,EQ_00642,SITE_003,OP_0224,2026-06-30,2026-07-06,2026-07-06,6,Returned,0,108000
R_000971,EQ_00228,SITE_021,OP_0105,2026-02-25,2026-03-15,2026-03-15,18,Returned,0,288000
R_000972,EQ_00088,SITE_015,OP_0058,2024-07-21,2024-08-17,2024-08-17,27,Returned,0,594000
R_000973,EQ_00442,SITE_025,OP_0074,2025-04-30,2025-05-16,2025-05-13,16,Returned,0,256000
R_000974,EQ_00502,SITE_001,OP_0018,2025-11-02,2025-12-13,,41,Overdue,0,574000
R_000975,EQ_00592,SITE_006,OP_0184,2025-05-14,2025-06-13,2025-06-12,30,Returned,0,660000
R_000976,EQ_00637,SITE_013,OP_0314,2024-01-24,2024-02-02,2024-02-04,9,Overdue Returned,0,270000
R_000977,EQ_00399,SITE_015,OP_0151,2024-12-20,2025-01-08,,19,Active,0,342000
R_000978,EQ_00443,SITE_010,OP_0265,2025-06-02,2025-06-19,2025-06-19,17,Returned,0,153000
R_000979,EQ_00333,SITE_017,OP_0096,2024-07-14,2024-08-24,2024-08-24,41,Returned,0,369000
R_000980,EQ_00325,SITE_007,OP_0254,2024-07-01,2024-08-08,2024-08-08,38,Returned,1,608000
R_000981,EQ_00533,SITE_015,OP_0045,2025-06-22,2025-07-06,2025-07-06,14,Returned,0,308000
R_000982,EQ_00087,SITE_011,OP_0136,2024-05-07,2024-06-20,2024-06-20,44,Returned,0,792000
R_000983,EQ_00469,SITE_017,OP_0029,2025-09-27,2025-10-04,2025-10-04,7,Returned,0,126000
R_000984,EQ_00348,SITE_013,OP_0022,2024-01-04,2024-01-30,2024-01-30,26,Returned,0,182000
R_000985,EQ_00698,SITE_030,OP_0310,2026-01-25,2026-02-15,2026-02-15,21,Returned,0,294000
R_000986,EQ_00404,SITE_016,OP_0293,2025-10-14,2025-11-26,,43,Active,0,946000
R_000987,EQ_00240,SITE_022,OP_0303,2026-04-16,2026-05-18,2026-05-18,32,Returned,0,704000
R_000988,EQ_00545,SITE_011,OP_0223,2025-08-27,2025-09-11,2025-09-12,15,Overdue Returned,1,450000
R_000989,EQ_00525,SITE_029,OP_0325,2026-03-24,2026-04-03,2026-04-03,10,Returned,0,220000
R_000990,EQ_00268,SITE_001,OP_0295,2025-05-15,2025-06-15,,31,Active,1,217000
R_000991,EQ_00247,SITE_017,OP_0185,2026-01-20,2026-02-16,,27,Active,1,243000
R_000992,EQ_00188,SITE_006,OP_0003,2024-07-18,2024-07-22,,4,Active,0,88000
R_000993,EQ_00685,SITE_023,OP_0228,2026-01-14,2026-01-29,,15,Overdue,0,270000
R_000994,EQ_00337,SITE_006,OP_0061,2025-11-11,2025-12-16,2025-12-16,35,Returned,0,245000
R_000995,EQ_00374,SITE_013,OP_0323,2026-03-31,2026-05-06,2026-05-06,36,Returned,0,1080000
R_000996,EQ_00018,SITE_009,OP_0039,2024-11-07,2024-12-14,,37,Active,0,518000
R_000997,EQ_00775,SITE_005,OP_0094,2026-07-14,2026-08-07,2026-08-12,24,Overdue Returned,0,216000
R_000998,EQ_00159,SITE_009,OP_0313,2025-05-30,2025-06-30,2025-07-02,31,Overdue Returned,0,217000
R_000999,EQ_00381,SITE_020,OP_0194,2025-09-17,2025-10-05,2025-10-05,18,Returned,0,162000
R_001000,EQ_00675,SITE_001,OP_0137,2024-02-15,2024-03-10,2024-03-10,24,Returned,1,432000
R_001001,EQ_00245,SITE_014,OP_0081,2026-01-31,2026-03-09,2026-03-09,37,Returned,0,814000
R_001002,EQ_00334,SITE_012,OP_0082,2025-05-01,2025-06-07,2025-06-07,37,Returned,0,666000
R_001003,EQ_00646,SITE_025,OP_0037,2024-01-19,2024-02-26,,38,Active,0,684000
R_001004,EQ_00140,SITE_012,OP_0271,2025-10-21,2025-11-29,,39,Active,1,858000
R_001005,EQ_00236,SITE_024,OP_0041,2025-11-04,2025-11-21,,17,Active,1,238000
R_001006,EQ_00166,SITE_001,OP_0311,2026-05-02,2026-05-31,2026-05-30,29,Returned,0,406000
R_001007,EQ_00115,SITE_028,OP_0018,2025-06-12,2025-06-30,2025-07-01,18,Overdue Returned,0,126000
R_001008,EQ_00005,SITE_024,OP_0057,2026-04-17,2026-05-15,2026-05-15,28,Returned,0,504000
R_001009,EQ_00231,SITE_018,OP_0211,2024-08-16,2024-08-29,,13,Active,0,286000
R_001010,EQ_00758,SITE_009,OP_0186,2026-01-10,2026-02-03,,24,Active,0,720000
R_001011,EQ_00008,SITE_017,OP_0218,2026-06-01,2026-06-13,2026-06-12,12,Returned,1,216000
R_001012,EQ_00131,SITE_015,OP_0217,2024-08-19,2024-09-06,,18,Active,0,396000
R_001013,EQ_00289,SITE_005,OP_0019,2026-03-03,2026-03-07,2026-03-07,4,Returned,0,72000
R_001014,EQ_00657,SITE_022,OP_0093,2025-07-22,2025-08-21,2025-08-21,30,Returned,0,660000
R_001015,EQ_00779,SITE_028,OP_0007,2025-12-03,2026-01-02,2026-01-07,30,Overdue Returned,1,540000
R_001016,EQ_00185,SITE_023,OP_0040,2024-05-16,2024-05-30,2024-05-27,14,Returned,1,98000
R_001017,EQ_00230,SITE_010,OP_0340,2026-07-14,2026-08-22,2026-08-22,39,Returned,0,702000
R_001018,EQ_00274,SITE_028,OP_0193,2026-05-23,2026-06-26,2026-06-26,34,Returned,0,748000
R_001019,EQ_00286,SITE_020,OP_0090,2026-01-29,2026-02-25,,27,Active,0,189000
R_001020,EQ_00569,SITE_011,OP_0238,2026-04-09,2026-05-13,2026-05-15,34,Overdue Returned,1,306000
R_001021,EQ_00718,SITE_010,OP_0153,2024-08-19,2024-10-02,2024-10-02,44,Returned,0,308000
R_001022,EQ_00694,SITE_014,OP_0129,2025-10-02,2025-11-12,2025-11-12,41,Returned,0,902000
R_001023,EQ_00158,SITE_024,OP_0123,2025-08-19,2025-09-21,,33,Active,0,462000
R_001024,EQ_00755,SITE_014,OP_0333,2024-07-13,2024-08-07,2024-08-07,25,Returned,0,225000
R_001025,EQ_00225,SITE_019,OP_0004,2024-05-28,2024-06-19,2024-06-19,22,Returned,0,198000
R_001026,EQ_00468,SITE_010,OP_0001,2025-05-18,2025-06-26,2025-06-25,39,Returned,0,1170000
R_001027,EQ_00190,SITE_014,OP_0208,2025-04-06,2025-05-20,2025-05-18,44,Returned,1,792000
R_001028,EQ_00510,SITE_012,OP_0306,2024-12-05,2024-12-27,2024-12-28,22,Overdue Returned,1,198000
R_001029,EQ_00787,SITE_020,OP_0291,2025-09-08,2025-10-09,2025-10-09,31,Returned,0,434000
R_001030,EQ_00342,SITE_023,OP_0018,2024-07-10,2024-07-25,,15,Active,0,270000
R_001031,EQ_00516,SITE_013,OP_0339,2024-07-30,2024-08-03,2024-08-03,4,Returned,0,72000
R_001032,EQ_00597,SITE_008,OP_0055,2024-06-25,2024-07-29,2024-07-27,34,Returned,0,748000
R_001033,EQ_00497,SITE_004,OP_0335,2025-08-25,2025-09-29,2025-09-29,35,Returned,0,315000
R_001034,EQ_00457,SITE_027,OP_0255,2024-03-22,2024-05-04,2024-05-04,43,Returned,0,301000
R_001035,EQ_00515,SITE_021,OP_0241,2024-11-21,2024-12-29,2024-12-31,38,Overdue Returned,0,684000
R_001036,EQ_00040,SITE_008,OP_0144,2026-02-25,2026-04-06,2026-04-06,40,Returned,1,360000
R_001037,EQ_00304,SITE_001,OP_0324,2025-08-28,2025-09-19,2025-09-19,22,Returned,0,396000
R_001038,EQ_00087,SITE_023,OP_0138,2024-01-11,2024-02-06,2024-02-06,26,Returned,0,468000
R_001039,EQ_00412,SITE_030,OP_0077,2024-02-24,2024-03-06,2024-03-06,11,Returned,0,99000
R_001040,EQ_00256,SITE_020,OP_0240,2024-05-03,2024-05-16,2024-05-16,13,Returned,1,234000
R_001041,EQ_00241,SITE_010,OP_0212,2026-06-20,2026-07-30,2026-07-30,40,Returned,0,280000
R_001042,EQ_00784,SITE_010,OP_0073,2024-05-23,2024-06-03,2024-06-03,11,Returned,0,154000
R_001043,EQ_00674,SITE_013,OP_0112,2024-09-15,2024-10-04,,19,Overdue,0,342000
R_001044,EQ_00223,SITE_026,OP_0027,2025-04-11,2025-05-12,2025-05-12,31,Returned,0,279000
R_001045,EQ_00236,SITE_018,OP_0086,2026-04-24,2026-04-30,2026-05-10,6,Overdue Returned,0,84000
R_001046,EQ_00054,SITE_014,OP_0064,2024-12-15,2024-12-23,2024-12-24,8,Overdue Returned,0,56000
R_001047,EQ_00183,SITE_021,OP_0286,2026-01-07,2026-02-07,2026-02-07,31,Returned,0,434000
R_001048,EQ_00555,SITE_019,OP_0272,2024-10-20,2024-11-29,2024-11-28,40,Returned,0,880000
R_001049,EQ_00325,SITE_024,OP_0270,2024-08-31,2024-09-10,,10,Active,0,160000
R_001050,EQ_00026,SITE_018,OP_0115,2024-07-01,2024-07-04,2024-07-05,3,Overdue Returned,0,48000
R_001051,EQ_00467,SITE_015,OP_0077,2024-05-22,2024-06-14,2024-06-13,23,Returned,1,414000
R_001052,EQ_00287,SITE_013,OP_0097,2024-07-31,2024-08-26,2024-08-26,26,Returned,0,416000
R_001053,EQ_00274,SITE_015,OP_0049,2025-02-03,2025-03-03,2025-02-28,28,Returned,1,616000
R_001054,EQ_00103,SITE_006,OP_0123,2025-08-06,2025-09-08,2025-09-09,33,Overdue Returned,0,726000
R_001055,EQ_00073,SITE_022,OP_0136,2024-01-04,2024-02-05,2024-02-03,32,Returned,0,576000
R_001056,EQ_00022,SITE_003,OP_0186,2026-08-02,2026-08-06,,4,Active,0,56000
